run_id,audit_id,table,edge_id,source_refs,claim,residual_text,edge_type,declared_assumptions,verifier_route,status,result,public_status,integrity,executable,artifact_relpath
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.TBgeo-eps21,"eq.D-66, eq.D-67, expressions/TBgeo_e21.txt, expressions/TBgeo_e12.txt, expressions/R_TBgeo_eps21.txt","two-band T_{B,geo}^{(-2)} with e21 rewritten by e21=-e12 matches the e12 form","((1/4)*(e12*(gac*v1b + gab*v1c)*f1p + (-e12)*(gac*v2b + gab*v2c)*f2p)) - ((e12/4)*((gac*v1b + gab*v1c)*f1p - (gac*v2b + gab*v2c)*f2p))
",ALGEBRAIC_EQUIVALENCE,"e12, gac, v1b, gab, v1c, f1p, e21, v2b, v2c, f2p",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_TBgeo_eps21.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.Vab-eps21,"eq.D-73, expressions/Vab_factored_subst.txt, expressions/Vab_e12sq.txt, expressions/R_Vab_eps21.txt",using e12 e21 = -e12^2 converts the factored V_ab prefactor into e12^2,"((-1)*(e12*(-e12))*(A21a*A12b - A12a*A21b)) - (e12**2*(A21a*A12b - A12a*A21b))
",ALGEBRAIC_EQUIVALENCE,"e12, A21a, A12b, A12a, A21b",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_Vab_eps21.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.Vab-expand,"eq.D-73, expressions/Vab_FH.txt, expressions/Vab_factored.txt, expressions/R_Vab_expand.txt",the Feynman-Hellmann substituted V_ab product expands to (-1)(e12 e21) times the A bilinear,"((-I*e12*A21a)*(-I*e21*A12b) - (-I*e21*A12a)*(-I*e12*A21b)) - ((-1)*(e12*e21)*(A21a*A12b - A12a*A21b))
",ALGEBRAIC_EQUIVALENCE,"e12, A21a, e21, A12b, A12a, A21b",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_Vab_expand.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.compact-nbar,"eq.D-126, eq.D-127, expressions/geo_eps21_fprime.txt, expressions/geo_nbar.txt, expressions/R_compact_nbar.txt","the n=1,2 form with e_{n nbar} and f_n' = 2 f_{0,n}' matches the compact rewrite","((2*f01p)*(-Rational(1,2)*dagbc + (1/e12)*(gab*v1c + gac*v1b - 2*gbc*v1a)) + (2*f02p)*(-Rational(1,2)*dagbc + (1/e21)*(gab*v2c + gac*v2b - 2*gbc*v2a))) - (2*f01p*(-Rational(1,2)*dagbc + (1/e12)*(gab*v1c + gac*v1b - 2*gbc*v1a)) + 2*f02p*(-Rational(1,2)*dagbc + (1/e21)*(gab*v2c + gac*v2b - 2*gbc*v2a)))
",INDEX_RELABELING,"f1p, dagbc, e12, gab, v1c, gac, v1b, gbc, v1a, f2p, e21, v2c, v2b, v2a, f01p, f02p",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_compact_nbar.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.eps21-symmetrize,"eq.D-125, eq.D-126, expressions/geo_fnp_subst.txt, expressions/geo_eps21.txt, expressions/R_eps21_symmetrize.txt",rewriting the band-2 denominator with e21=-e12 yields the symmetric two-band form,"(f1p*(-Rational(1,2)*dagbc + (1/e12)*(v1c*gab + v1b*gac - 2*v1a*gbc)) + f2p*(-Rational(1,2)*dagbc - (1/e12)*(v2c*gab + v2b*gac - 2*v2a*gbc))) - (f1p*(-Rational(1,2)*dagbc + (1/e12)*(gab*v1c + gac*v1b - 2*gbc*v1a)) + f2p*(-Rational(1,2)*dagbc + (1/(-e12))*(gab*v2c + gac*v2b - 2*gbc*v2a)))
",ALGEBRAIC_EQUIVALENCE,"f1p, dagbc, e12, v1c, gab, v1b, gac, v1a, gbc, f2p, v2c, v2b, v2a, e21",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_eps21_symmetrize.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.geo-T2-subst,"eq.D-122, eq.D-125, expressions/geo_T2_plus_T0T1.txt, expressions/geo_fnp.txt, expressions/R_geo_T2_subst.txt",substituting the declared T2 IBP result into sigma^geo and grouping by f_n' reproduces Eq. (D-125),"((-Rational(1,2)*dagbc*(f1p + f2p)) + (1/e12)*(f1p*(v1c*gab + v1b*gac - 2*v1a*gbc) - f2p*(v2c*gab + v2b*gac - 2*v2a*gbc))) - (f1p*(-Rational(1,2)*dagbc + (1/e12)*(v1c*gab + v1b*gac - 2*v1a*gbc)) + f2p*(-Rational(1,2)*dagbc - (1/e12)*(v2c*gab + v2b*gac - 2*v2a*gbc)))
",ALGEBRAIC_EQUIVALENCE,"dagbc, f1p, f2p, e12, v1c, gab, v1b, gac, v1a, gbc, v2c, v2b, v2a",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_geo_T2_subst.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.leibniz-product-rule,"eq.D-114, eq.D-119, expressions/R_leibniz_product_rule.txt",local Leibniz rule d_k(u v) = (d_k u) v + u (d_k v),"diff(u(k)*v(k), k) - (diff(u(k), k)*v(k) + u(k)*diff(v(k), k))
",ALGEBRAIC_EQUIVALENCE,k,python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_leibniz_product_rule.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.metric-pair,"eq.D-key-identities, eq.D-60, expressions/mv_pair_paper_order.txt, expressions/mv_pair_K1A_order.txt, expressions/R_metric_pair.txt",the metric-velocity pair in paper index order equals the pair appearing in regrouped K_{1A},"(v12a*v21b + v12b*v21a) - (v21a*v12b + v12a*v21b)
",PAIRWISE_REDUCTION,"v12a, v21b, v12b, v21a",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_metric_pair.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_VERIFIED,D.sigma-m1-Ii,"eq.D-70, eq.D-77, expressions/sigma_m1_with_i.txt, expressions/sigma_m1_simplified.txt, expressions/R_sigma_m1_Ii.txt",(-I)/(4 e12^2) * (I e12^2) cancels to 1/4 on the sigma^{(-1)} kernel,"((-I)/(4*e12**2)*(I*e12**2)*((v1c*Oab1 + v1b*Oac1)*f1p - (v2c*Oab1 + v2b*Oac1)*f2p)) - ((1/4)*((v1c*Oab1 + v1b*Oac1)*f1p - (v2c*Oab1 + v2b*Oac1)*f2p))
",ALGEBRAIC_EQUIVALENCE,"e12, v1c, Oab1, v1b, Oac1, f1p, v2c, v2b, f2p",python_sympy_exact_v1,ZERO,ZERO,ZERO,PASS,true,expressions/R_sigma_m1_Ii.txt
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_STRUCTURAL,B.j2-to-sigma,"eq.B-24, eq.B-25",the four current channels are translated into the frequency-space conductivity kernel,,BOOKKEEPING,,python_sympy_exact_v1,RECORDED,RECORDED,RECORDED,PASS,false,
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_STRUCTURAL,B.split-j2,"eq.B-23, eq.B-24",second-order current j_a^{(2)} is decomposed into four O(A^2) channels (I)-(IV),,SPLIT_PARENT,,python_sympy_exact_v1,SPLIT,SPLIT,SPLIT,PASS,false,
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_STRUCTURAL,D.T0-ibp-global,"eq.D-114, eq.D-119",BZ-torus IBP converts the T0 Fermi-sea density into a Fermi-surface density,,BZ_PERIODIC_INTEGRATION_BY_PARTS,,python_sympy_exact_v1,CERTIFIED_BY_RULE,CERTIFIED_BY_RULE,CERTIFIED_BY_RULE — local ZERO + declared BZ-torus IBP,PASS,false,
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_STRUCTURAL,D.T2-ibp-global,"eq.D-123, eq.D-124",BZ-torus IBP converts T2 ~ g d_a(f') into a -(d_a g) f' Fermi-surface term,,BZ_PERIODIC_INTEGRATION_BY_PARTS,,python_sympy_exact_v1,CERTIFIED_BY_RULE,CERTIFIED_BY_RULE,CERTIFIED_BY_RULE — local ZERO + declared BZ-torus IBP,PASS,false,
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_STRUCTURAL,D.mv-identity,"eq.D-key-identities, expressions/mv_velocity_pair.txt, expressions/mv_metric_form.txt",two-band metric-velocity relation is introduced as a stated identity,"(v12a*v21b + v12b*v21a
) - (2*e12**2*gab
)",DEFINITION_INSERTION,"v12a, v21b, v12b, v21a, e12, gab",python_sympy_exact_v1,DEFINITION,DEFINITION,DEFINITION,PASS,false,
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_STRUCTURAL,E.diag-2nd,eq.E-128,multiband diagonal second-derivative identity is introduced as a stated key identity,,DEFINITION_INSERTION,,python_sympy_exact_v1,DEFINITION,DEFINITION,DEFINITION,PASS,false,
20260831T230107Z-d4683eb4,arxiv-2511-16422-v2-field-validation,TABLE_UNCERTIFIED,D.gamma-asymptotic,eq.D-57,DC conductivity admits a Gamma expansion through O(Gamma^0) with remainder O(Gamma),,ASYMPTOTIC_CLAIM,,python_sympy_exact_v1,UNKNOWN,UNKNOWN,UNKNOWN,PASS,false,
