item_id,stage,condition,seed,category,layer,layer_detail,n_compile_ok,n_compile_fail,n_zero,n_nonzero,n_unknown,old_certified
T2-neg-not-distrib,dev,A0,0,T2-neg,D,false_or_forbidden_type,2,2,2,0,2,True
T2-neg-not-distrib,dev,A0,1,T2-neg,D,false_or_forbidden_type,4,0,4,0,0,True
T2-neg-not-distrib,dev,A0,2,T2-neg,D,false_or_forbidden_type,4,0,2,0,2,True
T2-neg-not-distrib,dev,A0,3,T2-neg,D,false_or_forbidden_type,4,0,4,0,0,True
T2-neg-not-distrib,dev,A0,4,T2-neg,D,false_or_forbidden_type,2,0,2,0,0,True
T2-neg-not-distrib,dev,A1,0,T2-neg,D,false_or_forbidden_type,4,2,4,0,2,True
T2-neg-not-distrib,dev,A1,1,T2-neg,D,false_or_forbidden_type,4,0,2,0,2,True
T2-neg-not-distrib,dev,A1,2,T2-neg,D,false_or_forbidden_type,4,0,2,0,2,True
T2-neg-not-distrib,dev,A2,0,T2-neg,D,false_or_forbidden_type,3,0,3,0,0,True
T2-neg-not-distrib,dev,A2,1,T2-neg,D,false_or_forbidden_type,6,0,5,1,0,True
T2-neg-not-distrib,dev,A2,2,T2-neg,D,false_or_forbidden_type,8,0,8,0,0,True
T2-neg-not-distrib,dev,A2,3,T2-neg,D,false_or_forbidden_type,4,0,4,0,0,True
T2-neg-not-distrib,dev,A2,4,T2-neg,D,false_or_forbidden_type,4,0,4,0,0,True
T2-neg-not-distrib,dev,A3,0,T2-neg,D,false_or_forbidden_type,4,0,3,1,0,True
T2-neg-not-distrib,dev,A3,1,T2-neg,D,false_or_forbidden_type,6,0,6,0,0,True
T2-neg-not-distrib,dev,A3,2,T2-neg,D,false_or_forbidden_type,4,0,3,1,0,True
T2-pos-distrib,dev,A0,0,T2,D,wrong_type,4,0,0,4,0,False
T2-pos-distrib,dev,A0,1,T2,D,wrong_type,2,0,0,2,0,False
T2-pos-distrib,dev,A0,2,T2,C,compile_failure,0,4,0,0,4,False
T2-pos-distrib,dev,A0,3,T2,D,wrong_type,2,0,1,0,1,True
T2-pos-distrib,dev,A0,4,T2,D,wrong_type,4,0,0,2,2,False
T2-pos-distrib,dev,A1,0,T2,C,compile_failure,0,2,0,0,2,False
T2-pos-distrib,dev,A1,1,T2,V,nonzero,2,2,0,2,2,False
T2-pos-distrib,dev,A1,2,T2,V,nonzero,3,0,1,2,0,True
T2-pos-distrib,dev,A2,0,T2,V,partial_zero_rest_unknown,2,4,2,0,4,True
T2-pos-distrib,dev,A2,1,T2,V,partial_zero_rest_unknown,4,2,4,0,2,True
T2-pos-distrib,dev,A2,2,T2,D,wrong_type,4,0,4,0,0,True
T2-pos-distrib,dev,A2,3,T2,D,wrong_type,4,0,2,2,0,True
T2-pos-distrib,dev,A2,4,T2,V,nonzero,9,0,6,3,0,True
T2-pos-distrib,dev,A3,0,T2,V,nonzero,4,0,0,4,0,False
T2-pos-distrib,dev,A3,1,T2,D,wrong_type,0,7,0,0,7,False
T2-pos-distrib,dev,A3,2,T2,OK,certified,4,0,4,0,0,True
T4-neg-indep,dev,A0,0,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A0,1,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A0,2,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A0,3,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A0,4,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A1,0,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A1,1,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A1,2,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A2,0,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A2,1,T3-neg,D,false_or_forbidden_type,0,2,0,0,2,False
T4-neg-indep,dev,A2,2,T3-neg,D,false_or_forbidden_type,2,2,2,0,2,True
T4-neg-indep,dev,A2,3,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A2,4,T3-neg,D,false_or_forbidden_type,2,2,2,0,2,True
T4-neg-indep,dev,A3,0,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A3,1,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-neg-indep,dev,A3,2,T3-neg,OK,abstain_or_no_false_type,0,0,0,0,0,False
T4-pos-pg-deriv,dev,A0,0,T3,OK,certified,4,0,4,0,0,True
T4-pos-pg-deriv,dev,A0,1,T3,V,partial_zero_rest_unknown,2,2,2,0,2,True
T4-pos-pg-deriv,dev,A0,2,T3,OK,certified,4,0,4,0,0,True
T4-pos-pg-deriv,dev,A0,3,T3,OK,certified,4,0,4,0,0,True
T4-pos-pg-deriv,dev,A0,4,T3,OK,certified,2,0,2,0,0,True
T4-pos-pg-deriv,dev,A1,0,T3,OK,certified,4,0,4,0,0,True
T4-pos-pg-deriv,dev,A1,1,T3,V,partial_zero_rest_unknown,2,2,2,0,2,True
T4-pos-pg-deriv,dev,A1,2,T3,OK,certified,4,0,4,0,0,True
T4-pos-pg-deriv,dev,A2,0,T3,V,nonzero,4,0,2,2,0,True
T4-pos-pg-deriv,dev,A2,1,T3,OK,certified,2,0,2,0,0,True
T4-pos-pg-deriv,dev,A2,2,T3,V,nonzero,5,0,3,2,0,True
T4-pos-pg-deriv,dev,A2,3,T3,OK,certified,4,0,4,0,0,True
T4-pos-pg-deriv,dev,A2,4,T3,D,wrong_type,2,0,2,0,0,True
T4-pos-pg-deriv,dev,A3,0,T3,OK,certified,2,0,2,0,0,True
T4-pos-pg-deriv,dev,A3,1,T3,D,wrong_type,2,0,2,0,0,True
T4-pos-pg-deriv,dev,A3,2,T3,OK,certified,4,0,4,0,0,True
T6-pos-specialize,dev,A0,0,T5,OK,certified,2,0,2,0,0,True
T6-pos-specialize,dev,A0,1,T5,D,wrong_type,2,0,2,0,0,True
T6-pos-specialize,dev,A0,2,T5,D,wrong_type,2,0,2,0,0,True
T6-pos-specialize,dev,A0,3,T5,D,wrong_type,2,0,2,0,0,True
T6-pos-specialize,dev,A0,4,T5,D,wrong_type,2,0,2,0,0,True
T6-pos-specialize,dev,A1,0,T5,D,no_proposal,0,0,0,0,0,False
T6-pos-specialize,dev,A1,1,T5,D,wrong_type,2,0,2,0,0,True
T6-pos-specialize,dev,A1,2,T5,V,partial_zero_rest_unknown,2,2,2,0,2,True
T6-pos-specialize,dev,A2,0,T5,V,partial_zero_rest_unknown,5,0,3,0,2,True
T6-pos-specialize,dev,A2,1,T5,V,nonzero,5,0,4,1,0,True
T6-pos-specialize,dev,A2,2,T5,OK,certified,2,0,2,0,0,True
T6-pos-specialize,dev,A2,3,T5,V,nonzero,3,0,2,1,0,False
T6-pos-specialize,dev,A2,4,T5,OK,certified,2,0,2,0,0,True
T6-pos-specialize,dev,A3,0,T5,OK,certified,3,0,3,0,0,True
T6-pos-specialize,dev,A3,1,T5,OK,certified,5,0,5,0,0,True
T6-pos-specialize,dev,A3,2,T5,OK,certified,3,0,3,0,0,True
T6-trace,dev,A0,0,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A0,1,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A0,2,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A0,3,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A0,4,T6,D,wrong_type,4,0,4,0,0,True
T6-trace,dev,A1,0,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A1,1,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A1,2,T6,D,wrong_type,4,0,4,0,0,True
T6-trace,dev,A2,0,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A2,1,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A2,2,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A2,3,T6,D,wrong_type,0,2,0,0,2,False
T6-trace,dev,A2,4,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A3,0,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A3,1,T6,D,wrong_type,2,0,2,0,0,True
T6-trace,dev,A3,2,T6,D,wrong_type,2,2,2,0,2,True
T7-pos-swap,dev,A0,0,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A0,1,T7,V,nonzero,3,0,2,1,0,True
T7-pos-swap,dev,A0,2,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A0,3,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A0,4,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A1,0,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A1,1,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A1,2,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A2,0,T7,OK,certified,3,0,3,0,0,True
T7-pos-swap,dev,A2,1,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A2,2,T7,OK,certified,4,0,4,0,0,True
T7-pos-swap,dev,A2,3,T7,OK,certified,3,0,3,0,0,True
T7-pos-swap,dev,A2,4,T7,OK,certified,2,0,2,0,0,True
T7-pos-swap,dev,A3,0,T7,D,wrong_type,2,0,2,0,0,True
T7-pos-swap,dev,A3,1,T7,V,partial_zero_rest_unknown,2,2,2,0,2,True
T7-pos-swap,dev,A3,2,T7,C,compile_failure,0,2,0,0,2,False
CAL-A-cse,flash,A0,0,T0,OK,certified,2,0,2,0,0,True
CAL-A-cse,flash,A0,1,T0,OK,certified,2,0,2,0,0,True
CAL-A-cse,flash,A0,2,T0,D,wrong_type,2,0,2,0,0,True
CAL-A-cse,flash,A2,0,T0,D,wrong_type,3,0,3,0,0,True
CAL-A-cse,flash,A2,1,T0,D,wrong_type,2,0,2,0,0,True
CAL-A-cse,flash,A2,2,T0,OK,certified,3,0,3,0,0,True
CAL-B-lgg,flash,A0,0,T1,OK,certified,2,0,2,0,0,True
CAL-B-lgg,flash,A0,1,T1,OK,certified,2,0,2,0,0,True
CAL-B-lgg,flash,A0,2,T1,OK,certified,2,0,2,0,0,True
CAL-B-lgg,flash,A2,0,T1,OK,certified,2,0,2,0,0,True
CAL-B-lgg,flash,A2,1,T1,V,nonzero,2,0,0,2,0,False
CAL-B-lgg,flash,A2,2,T1,OK,certified,2,0,2,0,0,True
CAL-C-deriv,flash,A0,0,T3,OK,certified,2,0,2,0,0,True
CAL-C-deriv,flash,A0,1,T3,OK,certified,4,0,4,0,0,True
CAL-C-deriv,flash,A0,2,T3,OK,certified,2,0,2,0,0,True
CAL-C-deriv,flash,A2,0,T3,OK,certified,4,0,4,0,0,True
CAL-C-deriv,flash,A2,1,T3,OK,certified,4,0,4,0,0,True
CAL-C-deriv,flash,A2,2,T3,V,nonzero,4,0,2,2,0,True
CAL-D-perm,flash,A0,0,T7,D,no_proposal,0,0,0,0,0,False
CAL-D-perm,flash,A0,1,T7,C,compile_failure,0,2,0,0,2,False
CAL-D-perm,flash,A0,2,T7,V,nonzero,5,0,3,2,0,True
CAL-D-perm,flash,A2,0,T7,D,no_proposal,0,0,0,0,0,False
CAL-D-perm,flash,A2,1,T7,D,wrong_type,2,0,2,0,0,True
CAL-D-perm,flash,A2,2,T7,D,wrong_type,2,0,2,0,0,True
CAL-E-neg,flash,A0,0,T1-neg,D,false_or_forbidden_type,2,0,2,0,0,True
CAL-E-neg,flash,A0,1,T1-neg,D,false_or_forbidden_type,2,3,2,0,3,True
CAL-E-neg,flash,A0,2,T1-neg,D,false_or_forbidden_type,2,0,2,0,0,True
CAL-E-neg,flash,A2,0,T1-neg,D,false_or_forbidden_type,2,0,2,0,0,True
CAL-E-neg,flash,A2,1,T1-neg,D,false_or_forbidden_type,4,0,4,0,0,True
CAL-E-neg,flash,A2,2,T1-neg,D,false_or_forbidden_type,2,0,2,0,0,True
CAL-F-shallow,flash,A0,0,F1,OK,abstain_or_no_false_type,0,0,0,0,0,False
CAL-F-shallow,flash,A0,1,F1,OK,abstain_or_no_false_type,0,0,0,0,0,False
CAL-F-shallow,flash,A0,2,F1,OK,abstain_or_no_false_type,0,0,0,0,0,False
CAL-F-shallow,flash,A2,0,F1,OK,abstain_or_no_false_type,2,0,0,2,0,False
CAL-F-shallow,flash,A2,1,F1,OK,abstain_or_no_false_type,2,0,0,2,0,False
CAL-F-shallow,flash,A2,2,F1,D,false_or_forbidden_type,2,0,2,0,0,True
CAL-G-confluence,flash,A0,0,T5,D,wrong_type,2,0,2,0,0,True
CAL-G-confluence,flash,A0,1,T5,OK,certified,2,0,2,0,0,True
CAL-G-confluence,flash,A0,2,T5,D,wrong_type,2,0,2,0,0,True
CAL-G-confluence,flash,A2,0,T5,OK,certified,2,0,2,0,0,True
CAL-G-confluence,flash,A2,1,T5,OK,certified,3,0,3,0,0,True
CAL-G-confluence,flash,A2,2,T5,OK,certified,3,0,3,0,0,True
CAL-H-reprechg,flash,A0,0,T6,D,wrong_type,2,2,2,0,2,True
CAL-H-reprechg,flash,A0,1,T6,D,wrong_type,2,0,2,0,0,True
CAL-H-reprechg,flash,A0,2,T6,D,wrong_type,2,0,2,0,0,True
CAL-H-reprechg,flash,A2,0,T6,D,wrong_type,2,0,0,2,0,False
CAL-H-reprechg,flash,A2,1,T6,D,wrong_type,2,0,2,0,0,True
CAL-H-reprechg,flash,A2,2,T6,D,wrong_type,2,0,2,0,0,True
guo-sigma-abc,guo,A0,0,GUO,V,nonzero,4,14,0,4,14,False
guo-sigma-abc,guo,A0,1,GUO,V,nonzero,4,6,0,4,6,False
guo-sigma-abc,guo,A0,2,GUO,D,wrong_type,0,8,0,0,8,False
guo-sigma-abc,guo,A1,0,GUO,V,nonzero,4,16,0,1,19,False
guo-sigma-abc,guo,A1,1,GUO,V,unknown,4,7,0,0,11,False
guo-sigma-abc,guo,A1,2,GUO,V,nonzero,4,10,0,4,10,False
guo-sigma-abc,guo,A2,0,GUO,V,unknown,2,12,0,0,14,False
guo-sigma-abc,guo,A2,1,GUO,V,partial_zero_rest_unknown,3,6,3,0,6,True
guo-sigma-abc,guo,A2,2,GUO,C,compile_failure,0,8,0,0,8,False
guo-sigma-abc,guo,A3,0,GUO,D,wrong_type,8,2,0,8,2,False
guo-sigma-abc,guo,A3,1,GUO,V,nonzero,10,10,0,10,10,False
guo-sigma-abc,guo,A3,2,GUO,D,wrong_type,10,0,2,8,0,True
CAL-B-lgg,packet_size,A2,0,T1,OK,certified,2,0,2,0,0,True
CAL-B-lgg,packet_size,A2,0,T1,OK,certified,6,0,6,0,0,True
CAL-B-lgg,packet_size,A2,0,T1,OK,certified,2,0,2,0,0,True
CAL-B-lgg,packet_size,A2,0,T1,V,nonzero,3,0,2,1,0,True
CAL-C-deriv,packet_size,A2,0,T3,V,nonzero,4,0,3,1,0,True
CAL-C-deriv,packet_size,A2,0,T3,D,wrong_type,2,0,2,0,0,True
CAL-C-deriv,packet_size,A2,0,T3,V,partial_zero_rest_unknown,2,2,2,0,2,True
CAL-C-deriv,packet_size,A2,0,T3,D,wrong_type,2,0,2,0,0,True
